cod 	 tweetsemente 	 tweet 	 hashtag 	 seq-cx-alta 	 spcner_nome 	 spcner_local
149 	 Mais de 250 mil mortos pela covid e o governo tratando de uma agenda fake. Deveriam direcionar os esforços para imunizar a população, mas isso nunca foi prioridade deste governo. Minha solidariedade às famílias. https://t.co/tPS1pqhKpe 	 @RodrigoMaia A doença existe as mortes também mas quero falar uma coisa tá vendo malandragem da parte da Globo e alguns pessoas sem vergonha porque a Globo não divulga quantas pessoas curadas tem porque Rodrigo Maia você não respeita as pessoas que colocaram aí 	 0 	 0 	 1 	 0
150 	 Mais de 250 mil mortos pela covid e o governo tratando de uma agenda fake. Deveriam direcionar os esforços para imunizar a população, mas isso nunca foi prioridade deste governo. Minha solidariedade às famílias. https://t.co/tPS1pqhKpe 	 @RodrigoMaia Bicho, você é escroto, Maia! Deixa as putas andarem. Pare de se frustrar por não estar mais la pra travar tudo que pode ajudar a enxugar o estado. Imunização é obrigação, mas tornar o estado menos empresário e pesado também é fundamental. 	 0 	 0 	 1 	 1
151 	 Pegaram o Deputado @danielPMERJ como bode expiatório. Políticos de esquerda e jornalistas de esquerda, por dezenas de vezes, ofenderam a honra do Presidente @jairbolsonaro e de parlamentares de direita e estão soltos e nem mesmo foram questionados. Dois pesos e duas medidas. 	 @SargentoFAHUR @danielPMERJ @jairbolsonaro Daniel foi tolo ao ouvir o WeinTrouble.  Fica o aprendizado!  O PT levou 40 anos p/ aparelhar o Estado!  É preciso agir com calma e sabedoria!  Espero que os que cobram ações revolucionárias do presidente Bolsonaro aprendam.  Atitudes inconsequentes não ajudam em nada! https://t.co/chEV1VfTkC 	 0 	 0 	 1 	 1
152 	 Pegaram o Deputado @danielPMERJ como bode expiatório. Políticos de esquerda e jornalistas de esquerda, por dezenas de vezes, ofenderam a honra do Presidente @jairbolsonaro e de parlamentares de direita e estão soltos e nem mesmo foram questionados. Dois pesos e duas medidas. 	 @SargentoFAHUR @danielPMERJ @jairbolsonaro O grande problema é que os de direita não passam de um bando de COVARDES que vivem de “discursinhos” de merda. A verdade é que infelizmente os vagabundos ainda comandão o país. 	 0 	 1 	 0 	 1
153 	 Pegaram o Deputado @danielPMERJ como bode expiatório. Políticos de esquerda e jornalistas de esquerda, por dezenas de vezes, ofenderam a honra do Presidente @jairbolsonaro e de parlamentares de direita e estão soltos e nem mesmo foram questionados. Dois pesos e duas medidas. 	 @SargentoFAHUR @danielPMERJ @jairbolsonaro O SSTF está em uma grave crise de LEGITIMIDADE:  ✓Só um GRUPO tem voz ( extrema-esquerda). ✓Esse mesmo grupo é FAVORECIDO pelas decisões dos Mini-tiranetes de toga. ✓ A LEI É MODIFICADA para favorecer esse mesmo grupo que é o único que tem voz.  #EuPossoSerPresoPorFalarIsso 	 1 	 1 	 0 	 1
154 	 Pegaram o Deputado @danielPMERJ como bode expiatório. Políticos de esquerda e jornalistas de esquerda, por dezenas de vezes, ofenderam a honra do Presidente @jairbolsonaro e de parlamentares de direita e estão soltos e nem mesmo foram questionados. Dois pesos e duas medidas. 	 @SargentoFAHUR @danielPMERJ @jairbolsonaro Parece que o Conselho de Ética vai explodir de denúncias essa semana. Pelos vídeos que vi de agressões ao PR e STF, o Daniel Silveira foi até "delicado". A quantidade de insultos aos "Supremos" é gigantesca. Vai faltar agente da PF para tanto flagrante...A lei vale para todos!?🤔 	 0 	 0 	 1 	 1
155 	 Pegaram o Deputado @danielPMERJ como bode expiatório. Políticos de esquerda e jornalistas de esquerda, por dezenas de vezes, ofenderam a honra do Presidente @jairbolsonaro e de parlamentares de direita e estão soltos e nem mesmo foram questionados. Dois pesos e duas medidas. 	 @SargentoFAHUR @danielPMERJ @jairbolsonaro Enquanto vemos o pessoal do PDT , PSOL e REDE fora das redes sociais e protocolando ações no STF, vemos os deputados aliados postando nas redes sociais...desse jeito não iremos conseguir nada! 	 0 	 0 	 1 	 1
156 	 Se na sua casa falta dinheiro quem se vira para pagar as contas e sustentar tudo? Por que com os estados e municípios deveria ser diferente?  Vale lembrar que os caixas dos governos estaduais está melhor hoje do que antes da pandemia, graças aos repasses do governo federal. https://t.co/kndfFMuSbm 	 @BolsonaroSP @jairbolsonaro Um governo de covardes que não assume responsabilidades, como se a única função do governo federal fosse dá dinheiro para os Estados nessa epidemia, enquanto isso o presidente provoca aglomeração, recomenda remédios que não funciona e não compra vacinas. 	 0 	 0 	 0 	 1
157 	 Se na sua casa falta dinheiro quem se vira para pagar as contas e sustentar tudo? Por que com os estados e municípios deveria ser diferente?  Vale lembrar que os caixas dos governos estaduais está melhor hoje do que antes da pandemia, graças aos repasses do governo federal. https://t.co/kndfFMuSbm 	 @BolsonaroSP @jairbolsonaro Sabe uma coisa que faz faltar dinheiro no Brasil? Corrupção. E adivinha só quem votou a favor de uma PEC que favorecia congressistas corruptos? Ele mesmo, o filho do presidente. Por que seu discurso é um e suas práticas são outras? 	 0 	 0 	 0 	 1
158 	 Se na sua casa falta dinheiro quem se vira para pagar as contas e sustentar tudo? Por que com os estados e municípios deveria ser diferente?  Vale lembrar que os caixas dos governos estaduais está melhor hoje do que antes da pandemia, graças aos repasses do governo federal. https://t.co/kndfFMuSbm 	 @BolsonaroSP @jairbolsonaro O prefeito de Sobral no Ceará (Irmão de Ciro e Cid) declarou Estado de Calamidade, tendo recebido 70 milhões de reais (segundo Capitão Wagner) para combater a covid.  Pergunta é: Cadê o dinheiro?  #Sobral #Ceará #COVID19  #covidao #Dinheiropracovid #leitos #uti #vidas 	 1 	 1 	 1 	 1
159 	 Se na sua casa falta dinheiro quem se vira para pagar as contas e sustentar tudo? Por que com os estados e municípios deveria ser diferente?  Vale lembrar que os caixas dos governos estaduais está melhor hoje do que antes da pandemia, graças aos repasses do governo federal. https://t.co/kndfFMuSbm 	 @BolsonaroSP @jairbolsonaro Dudu Bananinha, o conceito de nação é diferente do conceito de lar, mas vocẽ não está preparado para entender. Os impostos são pagos exatamente para isso, ter o retorno do governo em saúde, educação, segurança e apoio nas horas de calamidade nacional. 	 0 	 0 	 1 	 0
160 	 Se na sua casa falta dinheiro quem se vira para pagar as contas e sustentar tudo? Por que com os estados e municípios deveria ser diferente?  Vale lembrar que os caixas dos governos estaduais está melhor hoje do que antes da pandemia, graças aos repasses do governo federal. https://t.co/kndfFMuSbm 	 @BolsonaroSP @jairbolsonaro imagino sua filha ficando inteligente e lendo todo este boicote de sua família a vida daqui alguns anos. vocês são os porta-vozes da morte. tudo que resta a sua família depois de tanto negacionismo é insistir, já que voltar atrás seria assumir um genocídio. #forabolsonaro 	 1 	 0 	 0 	 0
161 	 Alguns governadores parecem estar determinados a DESTRUIR seus estados com seus decretos que obrigam as pessoas a não trabalharem. Pais e mães de família apelam para que possam trabalhar e levar o sustento para suas mesas. https://t.co/YRIuEn2VlO 	 @CarlaZambelli38 Me conta o governador faz isso deliberadamente ou porque tem um vírus ameacando q vida de todos? E Manaus bonita vc fez o mesmo protesto e deu no que deu. Fica quieta, faz favor. O caos e geral e é provocado por vcs e o vírus. 	 0 	 0 	 0 	 1
162 	 Alguns governadores parecem estar determinados a DESTRUIR seus estados com seus decretos que obrigam as pessoas a não trabalharem. Pais e mães de família apelam para que possam trabalhar e levar o sustento para suas mesas. https://t.co/YRIuEn2VlO 	 @CarlaZambelli38 O POVO tem que ir para as ruas pedir INTERVENÇÃO e acabar com partidos políticos são eles que orquestram a maldade e se escondem atrás do STF José Dirceu já tinha avisado que iria tomar o poder o STF é só cortina de fumaça quem manda são líderes partidários 	 0 	 1 	 1 	 1
163 	 Alguns governadores parecem estar determinados a DESTRUIR seus estados com seus decretos que obrigam as pessoas a não trabalharem. Pais e mães de família apelam para que possam trabalhar e levar o sustento para suas mesas. https://t.co/YRIuEn2VlO 	 @CarlaZambelli38 Infelizmente, o meu pai foi obrigado a ir trabalhar, pegou COVID no trabalho e veio a falecer. É triste quando pensam que isso vale mais que a vida. Pra empresa é simples, contratam outro, pra familia não tem como substituir vidas. 	 0 	 1 	 0 	 1
164 	 Alguns governadores parecem estar determinados a DESTRUIR seus estados com seus decretos que obrigam as pessoas a não trabalharem. Pais e mães de família apelam para que possam trabalhar e levar o sustento para suas mesas. https://t.co/YRIuEn2VlO 	 @CarlaZambelli38 Nem.deveria estar aberto, pandemia descontrolada, se o o miliciano tivesse levado a sério a pandemia em março de 2020 e tomado as devidas providências hoje estariam todos trabalhando normalmente! A culpa é do Miliciano GENOCIDA! 	 0 	 1 	 0 	 0
165 	 Alguns governadores parecem estar determinados a DESTRUIR seus estados com seus decretos que obrigam as pessoas a não trabalharem. Pais e mães de família apelam para que possam trabalhar e levar o sustento para suas mesas. https://t.co/YRIuEn2VlO 	 @CarlaZambelli38 Ah pelo amor Coco Bambú vive lotado se não tem grana para manter os funcionários durante o Lockdown tem péssima administração! Empatia zero e o governo federal precisa ajudar as pessoas essa que é a realidade! 	 0 	 0 	 1 	 0
166 	 Lamento q o objetivo do Ciro seja derrotar o PT. P/ todos q temos compromisso c/ o país e c/ o povo brasileiro, o objetivo tem de ser derrotar Bolsonaro e apoiadores do projeto ultra liberal, do arrocho, em benefício do sistema financeiro, e da retirada de direitos da população 	 @gleisi Visando tomar os votos do PT no nordeste, no livro eleitoreiro, oráculo   das rosinhas, ele  promete uma nova elite de jovens empreendedores na região! De quebra, dispara a máq de ódio e fakenews contra o PT por um exército de jovens machos sem seguidores! https://t.co/ZqNDMCXGMu 	 0 	 0 	 1 	 0
167 	 Lamento q o objetivo do Ciro seja derrotar o PT. P/ todos q temos compromisso c/ o país e c/ o povo brasileiro, o objetivo tem de ser derrotar Bolsonaro e apoiadores do projeto ultra liberal, do arrocho, em benefício do sistema financeiro, e da retirada de direitos da população 	 @gleisi Refrescando a memória do povo: Quem estabeleceu o rentismo do "baronato" no BR? Quem desnacionalizou a Embraer, empresa q nos colocava como um dos líderes mudial aero-espacial? Quem criou a base p/ a dívida pública explodir e ir de 60 bi p/ 700 bi com FHC? https://t.co/ZqNDMCXGMu 	 0 	 0 	 1 	 1
168 	 Lamento q o objetivo do Ciro seja derrotar o PT. P/ todos q temos compromisso c/ o país e c/ o povo brasileiro, o objetivo tem de ser derrotar Bolsonaro e apoiadores do projeto ultra liberal, do arrocho, em benefício do sistema financeiro, e da retirada de direitos da população 	 @gleisi Com todo respeito, mas é pq o objetivo de Ciro é derrotar Bolsonaro que precisa antes vencer o PT e chegar no 2 turno. Eu sei que a deputada entendeu. Não é justo querer dizer que Ciro não quer derrotar Bolsonaro. Ele tem denunciado incansavelmente os crimes desse delinquente. 	 0 	 0 	 1 	 1
169 	 Lamento q o objetivo do Ciro seja derrotar o PT. P/ todos q temos compromisso c/ o país e c/ o povo brasileiro, o objetivo tem de ser derrotar Bolsonaro e apoiadores do projeto ultra liberal, do arrocho, em benefício do sistema financeiro, e da retirada de direitos da população 	 @gleisi @emirsader Concordo @cirogomes e todos partidos de OPOSIÇÃO ao governo deveriam deixar a vaidade de lado e formar frente para recrutar os 70% da população que não aguenta mais a necropolítica do Bozo. Deixar os 30% de lado e concentrar naquilo que importa, salvar o país desses criminosos 	 0 	 1 	 1 	 0
170 	 Lamento q o objetivo do Ciro seja derrotar o PT. P/ todos q temos compromisso c/ o país e c/ o povo brasileiro, o objetivo tem de ser derrotar Bolsonaro e apoiadores do projeto ultra liberal, do arrocho, em benefício do sistema financeiro, e da retirada de direitos da população 	 @gleisi @LiegeSimoes2 Em 18 o discurso foi que o PT  agiu muito bem no que diz respeito a lidar primeiro com o PDT, e demais  adversários em seu próprio campo no primeiro turno. E que seria no segundo turno o momento de se lidar com o adversário de outro campo. Qual o motivo do estranhamento? 	 0 	 0 	 0 	 0
171 	 Bolsonaro diz que repassou centenas de bilhões aos estados de dinheiro do "governo federal". Gostaria de saber o que foi produzido nesse lugar chamado "governo federal". Que tipo de comércio, indústria e serviço esse lugar abriga pra ter tanto dinheiro para "doar" aos estados? 	 @KimKataguiri Com todo respeito, nobre deputado, ele falou sobre repasses. O governo federal arrecada, forma receitas com essa arrecadação (FPM, Fundeb, ITR, CIDE, dentre outras) e em seguida transfere aos estados e municípios (constitucionais, voluntários ou especiais e extraordinários). 	 0 	 0 	 0 	 1
172 	 Bolsonaro diz que repassou centenas de bilhões aos estados de dinheiro do "governo federal". Gostaria de saber o que foi produzido nesse lugar chamado "governo federal". Que tipo de comércio, indústria e serviço esse lugar abriga pra ter tanto dinheiro para "doar" aos estados? 	 @KimKataguiri Pergunte ao bolsonaro quando é que o G.F. vai transferir o dinheiro dos salarios dos servidores na missão do Brasil em Portugal.  Este mês ainda não receberam o salário e não foram pagos os alugueis das casas dos embaixadores. 	 0 	 0 	 0 	 1
173 	 Bolsonaro diz que repassou centenas de bilhões aos estados de dinheiro do "governo federal". Gostaria de saber o que foi produzido nesse lugar chamado "governo federal". Que tipo de comércio, indústria e serviço esse lugar abriga pra ter tanto dinheiro para "doar" aos estados? 	 @KimKataguiri ▪️ A grande imprensa apoiou o golpe contra @dilmabr , a #FarsaJato que phodeu nossa indústria, o #lawfare contra @LulaOficial e a eleição do misógino homofóbico amante de torturador e parça de milicianos. ▪️ Sabem o que demandam? 👉🏼 Que o @ptbrasil faça autocrítica!!!😈 https://t.co/VOYTAjPlTh 	 1 	 0 	 0 	 1
174 	 Bolsonaro diz que repassou centenas de bilhões aos estados de dinheiro do "governo federal". Gostaria de saber o que foi produzido nesse lugar chamado "governo federal". Que tipo de comércio, indústria e serviço esse lugar abriga pra ter tanto dinheiro para "doar" aos estados? 	 @KimKataguiri Tratam repasses constitucionais do nosso dinheiro como se fosse um favor. Hora se não for para dividir entre estados e municípios pra que a gente paga imposto? Eu tô cansada desse presidente burro e de seus gados. 	 0 	 0 	 0 	 1
175 	 Bolsonaro diz que repassou centenas de bilhões aos estados de dinheiro do "governo federal". Gostaria de saber o que foi produzido nesse lugar chamado "governo federal". Que tipo de comércio, indústria e serviço esse lugar abriga pra ter tanto dinheiro para "doar" aos estados? 	 @KimKataguiri A questão é o que fizeram com esse dinheiro...  Ao reforçar que o dinheiro n é do governo fed em si, e sim do contribuinte, reforça ainda a mais a necessidade de se saber a destinação de tanto dinheiro... pois a pessoa que paga por um serviço (UTI) não pode morrer por falta dele 	 0 	 0 	 0 	 1
